,musicId,Arousal(mean),Valence(mean),class,mode,tempo,mfcc_mean[1],mfcc_mean[2],mfcc_mean[3],mfcc_mean[4],mfcc_mean[5],mfcc_mean[6],mfcc_mean[7],mfcc_mean[8],mfcc_mean[9],mfcc_mean[10],mfcc_mean[11],mfcc_mean[12],mfcc_mean[13],mfcc_mean[14],mfcc_mean[15],mfcc_mean[16],mfcc_std[1],mfcc_std[2],mfcc_std[3],mfcc_std[4],mfcc_std[5],mfcc_std[6],mfcc_std[7],mfcc_std[8],mfcc_std[9],mfcc_std[10],mfcc_std[11],mfcc_std[12],mfcc_std[13],mfcc_std[14],mfcc_std[15],mfcc_std[16],cqt_mean[1],cqt_mean[2],cqt_mean[3],cqt_mean[4],cqt_mean[5],cqt_mean[6],cqt_mean[7],cqt_mean[8],cqt_mean[9],cqt_mean[10],cqt_mean[11],cqt_mean[12],cqt_std[1],cqt_std[2],cqt_std[3],cqt_std[4],cqt_std[5],cqt_std[6],cqt_std[7],cqt_std[8],cqt_std[9],cqt_std[10],cqt_std[11],cqt_std[12],zcr_mean,zcr_std,rms_mean,rms_std, sc_mean,sc_std, rolloff_mean, rolloff_std
0,1,0.4,0.575,peaceful,G大调,297.8818311582382,-134.44105529785156,132.82025146484375,-34.080509185791016,56.61208724975586,-16.504453659057617,13.285228729248047,-11.054842948913574,11.926497459411621,-0.42143747210502625,0.4628503620624542,-0.23591265082359314,3.157640218734741,7.213191986083984,-3.3989691734313965,-2.455544948577881,-5.124795436859131,76.07975006103516,34.67470932006836,28.371854782104492,24.376230239868164,17.761966705322266,16.208736419677734,16.72639274597168,13.770160675048828,12.182589530944824,13.27584171295166,9.603799819946289,8.761467933654785,9.037261962890625,9.595674514770508,10.156834602355957,8.795361518859863,0.4770526885986328,0.4216544032096863,0.690247654914856,0.4116583466529846,0.5951300859451294,0.3260726034641266,0.37334123253822327,0.505871057510376,0.32793164253234863,0.4384044110774994,0.30620741844177246,0.48252570629119873,0.2837943434715271,0.26801109313964844,0.3130027949810028,0.26350003480911255,0.3094676733016968,0.21295779943466187,0.2153012901544571,0.2751070559024811,0.20762751996517181,0.2690792977809906,0.2056548148393631,0.2672060430049896,0.07476932737178325,0.05589226153763033,0.167415589094162,0.06827226281166077,1578.886845085722,702.7034247493218,3183.979490417724,1286.0557971132384
1,4,0.2625,0.2875,Sad,升C大调,295.4042404473439,-184.77117919921875,141.7628936767578,-3.904724597930908,43.68297576904297,6.773653030395508,25.351472854614258,6.818081855773926,-1.2978953123092651,8.243881225585938,3.666961431503296,1.7840797901153564,-1.9695488214492798,-0.11870966106653214,-0.7096424102783203,2.7685787677764893,-2.983339309692383,80.34794616699219,34.55488967895508,34.421348571777344,27.392236709594727,21.93495750427246,15.087532043457031,11.920106887817383,12.59408187866211,12.176708221435547,10.765016555786133,10.1266450881958,9.580106735229492,9.281096458435059,8.460477828979492,8.91160774230957,9.75562572479248,0.4529361426830292,0.6488615274429321,0.6317600607872009,0.4548132121562958,0.5770540237426758,0.5301132798194885,0.5610212087631226,0.5744434595108032,0.523749053478241,0.4027625620365143,0.3474666178226471,0.5713300704956055,0.20557968318462372,0.2828015089035034,0.3034017086029053,0.2272241711616516,0.21590019762516022,0.21659338474273682,0.2751581370830536,0.23657673597335815,0.2690259516239166,0.24088966846466064,0.18825478851795197,0.25951477885246277,0.019744557129917184,0.027451872496520136,0.3207766115665436,0.16520890593528748,861.9286247654824,549.1878490707381,1841.8601392663043,1308.3257786778477
2,5,0.15,0.2,Sad,d小调,312.009442026733,-185.54296875,123.77005767822266,-8.624134063720703,49.73509216308594,5.364577770233154,28.61090660095215,18.751562118530273,6.243844985961914,5.900064945220947,14.524754524230957,9.25619125366211,1.6909949779510498,2.6285483837127686,2.8066461086273193,3.0209553241729736,-3.40729022026062,78.4505615234375,42.169288635253906,37.02292251586914,35.95038986206055,17.871673583984375,16.123374938964844,15.040629386901855,14.841193199157715,12.457023620605469,10.291163444519043,9.705872535705566,9.347115516662598,9.601284980773926,8.073083877563477,7.88277530670166,8.376462936401367,0.7242040038108826,0.6768917441368103,0.5890543460845947,0.5132364630699158,0.8081704378128052,0.4937865436077118,0.46109217405319214,0.44197389483451843,0.42611321806907654,0.6193289756774902,0.39605915546417236,0.3561075031757355,0.22385461628437042,0.26632747054100037,0.2766167223453522,0.22904406487941742,0.20273175835609436,0.17989663779735565,0.19545845687389374,0.20055964589118958,0.2044028788805008,0.20827247202396393,0.18541742861270905,0.1895676553249359,0.038199458337650226,0.05169250490328685,0.26482683420181274,0.15196892619132996,1123.6918199768616,760.1690402249279,2367.718316152093,1489.9137288751265
3,6,0.5125,0.35,Angry,C大调,283.03690159574467,-141.213134765625,134.240234375,-28.025360107421875,39.769615173339844,-11.650111198425293,37.365333557128906,11.347944259643555,7.637210845947266,-2.8379368782043457,13.997905731201172,7.747104644775391,1.0801193714141846,7.466254711151123,3.941814661026001,9.152042388916016,1.4162517786026,110.44363403320312,45.1002082824707,36.99824905395508,33.49823760986328,23.9835147857666,23.416353225708008,18.627561569213867,14.003242492675781,12.318483352661133,10.207830429077148,10.505322456359863,9.478081703186035,10.019762992858887,8.926703453063965,7.888677597045898,8.195621490478516,0.5436691045761108,0.4195062816143036,0.6656942963600159,0.3990529477596283,0.6022459864616394,0.40778687596321106,0.36805933713912964,0.37449583411216736,0.46054258942604065,0.4311857521533966,0.35263821482658386,0.655202329158783,0.31522315740585327,0.23211856186389923,0.3185895085334778,0.20889054238796234,0.2280091941356659,0.21724063158035278,0.21083275973796844,0.22125397622585297,0.24265603721141815,0.2501915991306305,0.21196669340133667,0.26995334029197693,0.051717619202934224,0.04435042510753396,0.2724139392375946,0.12137116491794586,1340.9103459758198,726.2148808005197,2797.6032486953527,1484.3407014808736
4,7,0.7,0.725,Happy,G大调,260.2574190647482,-70.80250549316406,137.33152770996094,-27.044191360473633,59.129520416259766,-23.184749603271484,24.899372100830078,-5.520482540130615,15.072200775146484,-10.467604637145996,7.2079572677612305,3.4824843406677246,-3.763575792312622,0.8195454478263855,-2.438228130340576,1.1632020473480225,-5.112486839294434,55.70616149902344,30.028928756713867,19.596406936645508,16.581340789794922,13.68761157989502,14.916441917419434,14.333954811096191,11.6934175491333,10.48713493347168,10.67818832397461,8.859910011291504,9.994481086730957,7.653913974761963,6.991201400756836,7.938937664031982,6.247762203216553,0.6570911407470703,0.6782377362251282,0.7714019417762756,0.430416464805603,0.4920119643211365,0.39347922801971436,0.5249509215354919,0.6423995494842529,0.4037929177284241,0.5131325125694275,0.35988226532936096,0.43517646193504333,0.2681892514228821,0.23620447516441345,0.20737513899803162,0.1707756519317627,0.2610737979412079,0.21495380997657776,0.2423485517501831,0.23905639350414276,0.18463532626628876,0.25101518630981445,0.18447047472000122,0.23280490934848785,0.07889087782161407,0.06474679970577367,0.26070737838745117,0.10898631066083908,1636.7543218774522,656.2878918470456,3537.204992680658,1172.877956777049
5,8,0.3875,0.225,Sad,d小调,290.6678082191781,-93.44648742675781,143.2924346923828,-10.102930068969727,56.14137649536133,-12.570788383483887,33.53159713745117,-12.265050888061523,18.670747756958008,-6.078910827636719,0.3025352358818054,6.566184997558594,-0.6538702249526978,7.248525619506836,-1.436100959777832,2.679882764816284,0.9006037712097168,68.97852325439453,32.530128479003906,27.37790298461914,22.606773376464844,18.841259002685547,16.6149845123291,16.035783767700195,12.681485176086426,10.291691780090332,10.95349407196045,10.832036972045898,9.19591236114502,8.65626335144043,8.996416091918945,9.878820419311523,9.744093894958496,0.42564690113067627,0.40938740968704224,0.6186303496360779,0.3540114164352417,0.5811379551887512,0.5520778298377991,0.32639846205711365,0.3722783923149109,0.30099359154701233,0.548859179019928,0.2316402643918991,0.2942298650741577,0.26291513442993164,0.29469218850135803,0.3276481330394745,0.20423106849193573,0.30084359645843506,0.31405845284461975,0.17627350986003876,0.24747025966644287,0.1695748120546341,0.28619545698165894,0.1351175457239151,0.18410854041576385,0.046784986413043475,0.033986061487511314,0.3086208403110504,0.08483542501926422,1330.8639814314338,653.3052800379936,2924.4087126358695,1542.9095744624512
6,9,0.45,0.2875,Sad,f小调,304.6875,-80.96284484863281,114.33134460449219,-30.860275268554688,58.91863250732422,-11.821396827697754,27.760513305664062,-19.896127700805664,7.460887432098389,-13.397257804870605,-1.1989150047302246,0.14654476940631866,4.95040225982666,2.5045278072357178,-3.8230957984924316,6.337679862976074,-6.487329959869385,65.9223403930664,31.460554122924805,34.394874572753906,24.882295608520508,20.93796157836914,16.459583282470703,17.468313217163086,13.74234390258789,14.24832820892334,13.94467830657959,11.64101791381836,10.471869468688965,10.673623085021973,10.091142654418945,9.114102363586426,9.752100944519043,0.7212255597114563,0.7621960639953613,0.5072736740112305,0.46774113178253174,0.39956486225128174,0.4257296323776245,0.3604781925678253,0.35866251587867737,0.39370545744895935,0.31481748819351196,0.42430195212364197,0.32177501916885376,0.2654183506965637,0.25577130913734436,0.24332831799983978,0.2733880579471588,0.22619257867336273,0.25914108753204346,0.2700398862361908,0.20358198881149292,0.2337743490934372,0.18983803689479828,0.26530587673187256,0.17683961987495422,0.07191780147984887,0.05347828450970197,0.30497145652770996,0.13267172873020172,1748.7412502970967,701.2756858249293,3613.081645052739,1348.415837232059
7,10,0.4375,0.425,Sad,c小调,271.6532422512235,-86.33180236816406,131.83863830566406,-18.272621154785156,63.7484016418457,-20.369050979614258,32.17423629760742,-14.724470138549805,11.769290924072266,-8.657596588134766,2.59548020362854,1.4165116548538208,-2.5005972385406494,3.7609753608703613,-6.098917007446289,1.8773854970932007,-3.7443501949310303,66.41940307617188,27.406753540039062,27.453184127807617,20.376314163208008,16.02759552001953,16.39350128173828,13.20588207244873,11.413801193237305,12.017791748046875,11.517580032348633,9.219731330871582,8.319881439208984,9.599225044250488,9.579347610473633,8.014796257019043,8.267964363098145,0.6277714967727661,0.6231513619422913,0.6457928419113159,0.6546767950057983,0.5258153676986694,0.607006311416626,0.4443032741546631,0.6843680739402771,0.4742978811264038,0.3713117837905884,0.4139687120914459,0.39036157727241516,0.2348707616329193,0.27095964550971985,0.28503283858299255,0.2976800501346588,0.24753634631633759,0.2741629183292389,0.18429604172706604,0.2538655400276184,0.21687458455562592,0.1874387115240097,0.21342657506465912,0.20483379065990448,0.06971360773831098,0.05573634927955568,0.25617945194244385,0.11866040527820587,1634.5771182238234,617.5298097696723,3608.9344053693594,1147.4619937978648
8,12,0.6875,0.575,Happy,c小调,272.9619565217391,-118.14730072021484,137.7061309814453,-31.255399703979492,61.274715423583984,-5.835806846618652,24.871078491210938,3.6466939449310303,12.103630065917969,6.255193710327148,2.0679285526275635,8.750219345092773,2.485931396484375,6.598998069763184,-1.8605690002441406,5.9309797286987305,0.16314846277236938,77.3109130859375,31.67336082458496,22.176755905151367,21.781225204467773,16.079038619995117,16.048154830932617,12.955157279968262,11.229427337646484,8.438742637634277,9.183740615844727,7.5128984451293945,7.074036598205566,9.017523765563965,7.317955017089844,6.921957015991211,6.006353855133057,0.5311333537101746,0.5501506924629211,0.44373050332069397,0.5637490749359131,0.506787896156311,0.33729857206344604,0.36396878957748413,0.38730716705322266,0.5379574298858643,0.33103248476982117,0.2633456587791443,0.43385112285614014,0.2765653729438782,0.27264484763145447,0.23309306800365448,0.30147644877433777,0.30233362317085266,0.19780001044273376,0.24715499579906464,0.24599768221378326,0.3179204761981964,0.24348184466362,0.1792389303445816,0.2879582941532135,0.03913168540682697,0.035148642337090946,0.29789847135543823,0.12614016234874725,1248.3978076619287,575.8950519124869,2771.560856322456,1191.297454634231
9,13,0.825,0.5875,Happy,C大调,306.8552371541502,-27.267276763916016,137.48532104492188,-43.525146484375,50.77269744873047,-36.061737060546875,34.17423629760742,-18.557085037231445,8.660685539245605,-5.011869430541992,9.45115852355957,-1.1494696140289307,0.14555653929710388,6.299289703369141,-4.83657693862915,6.92980432510376,-2.5287833213806152,52.27286148071289,20.42801284790039,15.174203872680664,16.041688919067383,12.846329689025879,13.129095077514648,10.264189720153809,13.312546730041504,8.451394081115723,8.095280647277832,7.525463104248047,6.890914440155029,6.706106185913086,6.099429130554199,6.877963542938232,5.435219764709473,0.646777331829071,0.31468498706817627,0.4341416358947754,0.31891247630119324,0.4374493658542633,0.3225794732570648,0.38089805841445923,0.5483923554420471,0.2890184223651886,0.43671682476997375,0.2946307957172394,0.36621952056884766,0.35106250643730164,0.2057252675294876,0.28345558047294617,0.21868470311164856,0.23533032834529877,0.1930246353149414,0.2044563889503479,0.30389726161956787,0.15536285936832428,0.33507728576660156,0.1962236762046814,0.22225446999073029,0.08835197960572533,0.03944741927660296,0.28767699003219604,0.08711510896682739,1799.9406508066018,434.9762684373089,3928.508653228728,913.7143748235798
